4.382731020450592041e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,3.148480843752622604e+00,-0.000000000000000000e+00,3.896051566815003753e+00,3.684015922248363495e+00,3.472503267228603363e+00,1.816609092056751251e+00,3.325545588508248329e+00,-0.000000000000000000e+00,2.953544214367866516e+00,3.063774829730391502e+00,3.142721219453960657e+00,3.567036505788564682e+00,3.498813591897487640e+00
2.636872127652168274e+00,3.008227795362472534e-01,-0.000000000000000000e+00,2.232592042535543442e+00,-0.000000000000000000e+00,2.496312428032979369e+00,2.284184463322162628e+00,2.305270619690418243e+00,1.405082233250141144e+00,2.905184963718056679e+00,-0.000000000000000000e+00,1.932997062802314758e+00,1.773946782574057579e+00,2.134061186108738184e+00,1.892485376447439194e+00,2.407963328063488007e+00
2.574295789003372192e+00,5.869591608643531799e-01,-0.000000000000000000e+00,2.262437578290700912e+00,-0.000000000000000000e+00,2.231722485041245818e+00,2.231990925967693329e+00,1.925317011773586273e+00,7.149489596486091614e-01,2.473415391519665718e+00,-0.000000000000000000e+00,1.665261015295982361e+00,1.390526628121733665e+00,1.763684554491192102e+00,1.512321885675191879e+00,1.848577849566936493e+00
4.310945333912968636e+00,1.223698332905769348e-01,-0.000000000000000000e+00,3.176635969895869493e+00,-0.000000000000000000e+00,3.734798948979005218e+00,3.612020350992679596e+00,3.121474472805857658e+00,1.213839940726757050e+00,2.902192348614335060e+00,-0.000000000000000000e+00,2.813355758786201477e+00,2.789024548605084419e+00,2.926756181288510561e+00,3.405712496489286423e+00,3.148958794772624969e+00
2.565086441114544868e+00,4.659583121538162231e-01,-0.000000000000000000e+00,2.260747168678790331e+00,-0.000000000000000000e+00,2.335059810196980834e+00,2.212188892066478729e+00,1.954241825267672539e+00,8.023130819201469421e-01,2.481831723824143410e+00,-0.000000000000000000e+00,1.792808607220649719e+00,1.499196501448750496e+00,1.918096147943288088e+00,1.731161367148160934e+00,2.058108530938625336e+00
2.502510102465748787e+00,7.520946934819221497e-01,-0.000000000000000000e+00,2.290592704433947802e+00,-0.000000000000000000e+00,2.070469867205247283e+00,2.159995354712009430e+00,1.574288217350840569e+00,1.121798083186149597e-01,2.050062151625752449e+00,-0.000000000000000000e+00,1.525072559714317322e+00,1.115776346996426582e+00,1.547719516325742006e+00,1.350997876375913620e+00,1.498723052442073822e+00
4.255016397684812546e+00,1.552411243319511414e-01,-0.000000000000000000e+00,3.193347829394042492e+00,-0.000000000000000000e+00,3.601582858478650451e+00,3.564697958528995514e+00,2.893785975873470306e+00,1.155235491693019867e+00,2.897980416193604469e+00,-0.000000000000000000e+00,2.694784745573997498e+00,2.502712657675147057e+00,2.715573503170162439e+00,3.182208176702260971e+00,2.787124641239643097e+00
2.509157504886388779e+00,4.988296031951904297e-01,-0.000000000000000000e+00,2.277459028176963329e+00,-0.000000000000000000e+00,2.201843719696626067e+00,2.164866499602794647e+00,1.726553328335285187e+00,7.437086328864097595e-01,2.477619791403412819e+00,-0.000000000000000000e+00,1.674237594008445740e+00,1.212884610518813133e+00,1.706913469824939966e+00,1.507657047361135483e+00,1.696274377405643463e+00
2.446581166237592697e+00,7.849659845232963562e-01,-0.000000000000000000e+00,2.307304563932120800e+00,-0.000000000000000000e+00,1.937253776704892516e+00,2.112672962248325348e+00,1.346599720418453217e+00,5.357535928487777710e-02,2.045850219205021858e+00,-0.000000000000000000e+00,1.406501546502113342e+00,8.294644560664892197e-01,1.336536838207393885e+00,1.127493556588888168e+00,1.136888898909091949e+00
2.679701477289199829e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.622836109250783920e+00,-0.000000000000000000e+00,2.273920800304040313e+00,2.201250486075878143e+00,1.852766238152980804e+00,1.627930443733930588e+00,2.873154589906334877e+00,-0.000000000000000000e+00,1.805414274334907532e+00,2.027990391477942467e+00,2.127643747720867395e+00,2.443455325439572334e+00,2.377283308655023575e+00
