1.711639462090460881e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.091955212830212361e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.558694827420211482e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.611967259578416360e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.927414005591315060e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.566556704709401515e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.541254400568020344e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.220285415487356317e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.859428114605441351e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.064102204348991165e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.442251149654623532e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.081393848772710697e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.642371617136663531e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.450113026943813566e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.140472630731573389e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.935243027032703367e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.742984436839854467e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.696504305782486810e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.079785422429408612e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.598074048810530456e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.237216747928616911e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.798194516292569745e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.605935926099720490e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.294744709798013460e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.091065926188611002e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.898807335995760681e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.734176334392750007e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.664355166699364190e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.045129307680079194e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.090435775918876971e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.565141354428282909e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.459154954089980549e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.098297653208069846e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.494428495417887177e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.752026363986021806e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.391169063104109682e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.016625068834614041e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.973992098153291153e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.613134797271378318e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.174112565635330441e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.981853975442481186e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.909623217805306084e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.466983975531370277e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.409533728245909145e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.554973793910648538e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.032302869165266657e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.129814997309197366e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.768957696427284176e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.329935464791236654e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.137676874598387400e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.876670235332901981e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.622806874687277912e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.430548284494427946e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.590594819330555865e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.642964980451201029e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.023739121431916033e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.876533913437246781e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.543751168180120033e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.245253091608351781e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.884395790726438236e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.473038309169724016e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.538124501504391617e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.177267200622476651e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.952348825864510218e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.760090235671660253e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.399232934789747773e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.960210703153701672e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.767952112960850641e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.685058664607515766e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.253082113049741508e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.167762325686218716e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.440180170600128484e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.010817172502041643e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.915913134827566466e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.562376375539578177e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.116033602309607886e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.923775012116756855e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.724315004224365921e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.408905012205646301e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.228799106771473504e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.479596045668465010e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.642229431732750413e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.023003572713465417e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.869178426252742042e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.543015619461669417e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.237897604423845621e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.877040303541932076e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.472302760451273684e+02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.530769014319886878e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
7.169911713437971912e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
9.944993338680004058e+01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
